Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
statechange,User_115,O_Accepted,Offer,OfferState_1704998097,complete,2016-01-19 11:11:36.442000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,Offer_596592747
statechange,User_115,A_Pending,Application,ApplState_534459901,complete,2016-01-19 11:11:36.460000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Deleted,User_115,W_Validate application,Workflow,Workitem_1938232938,ate_abort,2016-01-19 11:11:36.470000+00:00,Existing loan takeover,New credit,Application_587387633,25000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_901793095,complete,2016-01-02 19:31:09.947000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_1084541753,complete,2016-01-02 19:31:09.982000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_629097149,schedule,2016-01-02 19:31:10.341000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_133463803,withdraw,2016-01-02 19:32:49.814000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_183157948,schedule,2016-01-02 19:32:49.822000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_861313514,complete,2016-01-02 19:32:49.828000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_89,W_Complete application,Workflow,Workitem_1322001675,start,2016-01-04 09:53:47.037000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Released,User_89,W_Complete application,Workflow,Workitem_239642271,suspend,2016-01-04 09:53:56.936000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_16,W_Complete application,Workflow,Workitem_764440490,resume,2016-01-04 10:06:54.981000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Released,User_16,W_Complete application,Workflow,Workitem_878001237,suspend,2016-01-04 10:08:53.161000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_15,W_Complete application,Workflow,Workitem_808036652,resume,2016-01-04 13:06:55.980000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
statechange,User_15,A_Accepted,Application,ApplState_454883052,complete,2016-01-04 13:15:06.313000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Created,User_15,O_Create Offer,Offer,Offer_863002977,complete,2016-01-04 13:18:04.303000+00:00,Car,New credit,Application_901793095,5000.0,5000.0,36.0,True,153.68,True,1090.0,5000.0,
statechange,User_15,O_Created,Offer,OfferState_668183411,complete,2016-01-04 13:18:05.728000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,Offer_863002977
statechange,User_15,O_Sent (mail and online),Offer,OfferState_1236853859,complete,2016-01-04 13:18:42.174000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,Offer_863002977
Deleted,User_15,W_Complete application,Workflow,Workitem_1618165587,complete,2016-01-04 13:18:42.194000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Created,User_15,W_Call after offers,Workflow,Workitem_1597137333,schedule,2016-01-04 13:18:42.211000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_15,W_Call after offers,Workflow,Workitem_1238635689,start,2016-01-04 13:18:42.216000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
statechange,User_15,A_Complete,Application,ApplState_1624466244,complete,2016-01-04 13:18:42.218000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Released,User_15,W_Call after offers,Workflow,Workitem_525225381,suspend,2016-01-04 13:21:43.331000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_15,W_Call after offers,Workflow,Workitem_1478364977,resume,2016-01-08 09:00:35.230000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Released,User_15,W_Call after offers,Workflow,Workitem_1584922001,suspend,2016-01-08 09:00:58.757000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Deleted,User_127,W_Call after offers,Workflow,Workitem_919601610,ate_abort,2016-01-13 14:25:57.804000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Created,User_127,W_Validate application,Workflow,Workitem_1222159097,schedule,2016-01-13 14:25:57.814000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_127,W_Validate application,Workflow,Workitem_1512095043,start,2016-01-13 14:25:57.818000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
statechange,User_127,A_Validating,Application,ApplState_746636683,complete,2016-01-13 14:25:59.021000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
statechange,User_127,O_Returned,Offer,OfferState_2028115951,complete,2016-01-13 14:28:02.566000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,Offer_863002977
Released,User_127,W_Validate application,Workflow,Workitem_1596353402,suspend,2016-01-13 14:41:43.398000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Deleted,User_100,W_Validate application,Workflow,Workitem_221301569,ate_abort,2016-01-14 13:36:11.945000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Created,User_100,W_Call incomplete files,Workflow,Workitem_1000609387,schedule,2016-01-14 13:36:11.955000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_100,W_Call incomplete files,Workflow,Workitem_578534990,start,2016-01-14 13:36:11.958000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
statechange,User_100,A_Incomplete,Application,ApplState_1603884818,complete,2016-01-14 13:36:11.961000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Released,User_100,W_Call incomplete files,Workflow,Workitem_1501722784,suspend,2016-01-14 13:39:11.570000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_965686058,resume,2016-01-14 14:13:45.963000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_312099568,suspend,2016-01-14 14:14:31.719000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Obtained,User_2,W_Call incomplete files,Workflow,Workitem_599067301,resume,2016-01-14 14:14:50.150000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Released,User_2,W_Call incomplete files,Workflow,Workitem_2085092019,suspend,2016-01-14 14:16:38.473000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
statechange,User_113,O_Accepted,Offer,OfferState_1290584334,complete,2016-01-14 14:43:43.709000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,Offer_863002977
statechange,User_113,A_Pending,Application,ApplState_1932397887,complete,2016-01-14 14:43:43.715000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Deleted,User_113,W_Call incomplete files,Workflow,Workitem_1065833743,ate_abort,2016-01-14 14:43:43.719000+00:00,Car,New credit,Application_901793095,5000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_340403559,complete,2016-01-02 20:06:53.324000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_59461065,complete,2016-01-02 20:06:53.360000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_1036870511,schedule,2016-01-02 20:06:53.992000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_1108573646,withdraw,2016-01-02 20:07:53.821000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_825018571,schedule,2016-01-02 20:07:53.830000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_1133631285,complete,2016-01-02 20:07:53.837000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Obtained,User_15,W_Complete application,Workflow,Workitem_540315371,start,2016-01-04 10:09:47.690000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
statechange,User_15,A_Accepted,Application,ApplState_2103626954,complete,2016-01-04 10:19:57.074000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Created,User_15,O_Create Offer,Offer,Offer_1088813920,complete,2016-01-04 10:23:29.925000+00:00,Car,New credit,Application_340403559,17000.0,17000.0,78.0,True,255.61,False,0.0,17000.0,
statechange,User_15,O_Created,Offer,OfferState_183175687,complete,2016-01-04 10:23:31.199000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,Offer_1088813920
statechange,User_15,O_Sent (mail and online),Offer,OfferState_493554612,complete,2016-01-04 10:25:15.401000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,Offer_1088813920
Deleted,User_15,W_Complete application,Workflow,Workitem_1175562530,complete,2016-01-04 10:25:15.417000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Created,User_15,W_Call after offers,Workflow,Workitem_219084743,schedule,2016-01-04 10:25:15.424000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Obtained,User_15,W_Call after offers,Workflow,Workitem_543698057,start,2016-01-04 10:25:15.425000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
statechange,User_15,A_Complete,Application,ApplState_246603435,complete,2016-01-04 10:25:15.427000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Released,User_15,W_Call after offers,Workflow,Workitem_1011745166,suspend,2016-01-04 10:26:39.300000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Obtained,User_15,W_Call after offers,Workflow,Workitem_1571014963,resume,2016-01-08 08:48:20.319000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Released,User_15,W_Call after offers,Workflow,Workitem_415372387,suspend,2016-01-08 08:48:47.124000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Created,User_8,O_Create Offer,Offer,Offer_1585131667,complete,2016-01-29 09:48:42.701000+00:00,Car,New credit,Application_340403559,17000.0,17000.0,78.0,True,254.09,False,0.0,17000.0,
statechange,User_8,O_Created,Offer,OfferState_588866724,complete,2016-01-29 09:48:44.029000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,Offer_1585131667
statechange,User_8,O_Sent (mail and online),Offer,OfferState_1163958301,complete,2016-01-29 09:48:55.577000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,Offer_1585131667
statechange,User_1,A_Cancelled,Application,ApplState_739190365,complete,2016-02-29 07:01:44.494000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
statechange,User_1,O_Cancelled,Offer,OfferState_435824100,complete,2016-02-29 07:01:44.527000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,Offer_1585131667
statechange,User_1,O_Cancelled,Offer,OfferState_760215753,complete,2016-02-29 07:01:44.536000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,Offer_1088813920
Deleted,User_1,W_Call after offers,Workflow,Workitem_1667274499,ate_abort,2016-02-29 07:01:44.546000+00:00,Car,New credit,Application_340403559,17000.0,,,,,,,,
Created,User_1,A_Create Application,Application,Application_1825104006,complete,2016-01-02 20:20:30.638000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
statechange,User_1,A_Submitted,Application,ApplState_609316170,complete,2016-01-02 20:20:30.682000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Created,User_1,W_Handle leads,Workflow,Workitem_829273790,schedule,2016-01-02 20:20:31.063000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Deleted,User_1,W_Handle leads,Workflow,Workitem_529656000,withdraw,2016-01-02 20:21:49.479000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Created,User_1,W_Complete application,Workflow,Workitem_1817401676,schedule,2016-01-02 20:21:49.487000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
statechange,User_1,A_Concept,Application,ApplState_1673181494,complete,2016-01-02 20:21:49.494000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Obtained,User_16,W_Complete application,Workflow,Workitem_142663167,start,2016-01-04 10:18:26.275000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Released,User_16,W_Complete application,Workflow,Workitem_1223645374,suspend,2016-01-04 10:20:54.325000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
statechange,User_31,A_Accepted,Application,ApplState_434397320,complete,2016-01-04 12:25:49.384000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Created,User_31,O_Create Offer,Offer,Offer_960229906,complete,2016-01-04 12:31:21.085000+00:00,Car,New credit,Application_1825104006,15000.0,15000.0,60.0,True,282.96,False,0.0,15000.0,
statechange,User_31,O_Created,Offer,OfferState_1022155778,complete,2016-01-04 12:31:22.267000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_960229906
Created,User_31,O_Create Offer,Offer,Offer_1284560550,complete,2016-01-04 12:32:20.958000+00:00,Car,New credit,Application_1825104006,15000.0,0.0,60.0,True,283.0,False,0.0,15000.0,
statechange,User_31,O_Created,Offer,OfferState_318453549,complete,2016-01-04 12:32:22.246000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_1284560550
statechange,User_31,O_Sent (mail and online),Offer,OfferState_663949669,complete,2016-01-04 12:34:11.971000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_1284560550
statechange,User_31,O_Sent (mail and online),Offer,OfferState_823277647,complete,2016-01-04 12:34:12.011000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_960229906
Deleted,User_31,W_Complete application,Workflow,Workitem_686271919,ate_abort,2016-01-04 12:34:12.034000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Created,User_31,W_Call after offers,Workflow,Workitem_1963057535,schedule,2016-01-04 12:34:12.068000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Obtained,User_31,W_Call after offers,Workflow,Workitem_1973811221,start,2016-01-04 12:34:12.071000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
statechange,User_31,A_Complete,Application,ApplState_1670906944,complete,2016-01-04 12:34:12.073000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Released,User_31,W_Call after offers,Workflow,Workitem_1391493261,suspend,2016-01-04 12:34:58.826000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Created,User_4,O_Create Offer,Offer,Offer_1780347374,complete,2016-01-05 16:23:29.655000+00:00,Car,New credit,Application_1825104006,15000.0,0.0,60.0,True,283.0,False,0.0,15000.0,
statechange,User_4,O_Created,Offer,OfferState_388590549,complete,2016-01-05 16:23:30.997000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_1780347374
Created,User_4,O_Create Offer,Offer,Offer_1982495450,complete,2016-01-05 16:23:48.758000+00:00,Car,New credit,Application_1825104006,15000.0,15000.0,60.0,True,282.96,False,0.0,15000.0,
statechange,User_4,O_Created,Offer,OfferState_700345657,complete,2016-01-05 16:23:49.904000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_1982495450
statechange,User_4,O_Sent (mail and online),Offer,OfferState_516547629,complete,2016-01-05 16:24:16.991000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_1982495450
statechange,User_4,O_Sent (mail and online),Offer,OfferState_225647033,complete,2016-01-05 16:24:17.003000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_1780347374
Obtained,User_15,W_Call after offers,Workflow,Workitem_832453862,resume,2016-01-08 08:58:09.597000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Released,User_15,W_Call after offers,Workflow,Workitem_70972776,suspend,2016-01-08 08:58:33.210000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,
Created,User_8,O_Create Offer,Offer,Offer_201843452,complete,2016-01-29 09:50:35.667000+00:00,Car,New credit,Application_1825104006,15000.0,15000.0,60.0,True,281.65,False,0.0,15000.0,
statechange,User_8,O_Created,Offer,OfferState_1101574893,complete,2016-01-29 09:50:37.024000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_201843452
statechange,User_8,O_Sent (mail and online),Offer,OfferState_922661538,complete,2016-01-29 09:50:48.865000+00:00,Car,New credit,Application_1825104006,15000.0,,,,,,,,Offer_201843452
